,product_id,name,product_sub_category_id,id
788,92557, Индап капс .мг бл N,735,210121 277 170
789,60143, Теймурова спрей для ног от запаха и пота мл,516,205684 345 119
790,136494, Новокаин буфус р-р д/и мг/мл амп мл № Renewal,399,684883 2062 90
791,144131, Селен-Актив тб №,441,453266 313 101
792,34077, Мальтофер таб жеват мг N,436,2491217 281 101
793,142982," Нобен капс. , гр. №",638,509667 273 146
794,27066, Вазонит таб.пролонг.п.о. мг №,736,655228 331 170
795,93860, Коринфар таб. п.о. мг фл №,738,71985 852 170
796,72470, Форлакс пор д/оралн р-ра пак г N,598,495190 323 135
797,140841, Аммиак р-р % мл N,404,2683578 244 93
798,92245, Анафранил табл. п.о.  мг. №,635,184578 324 146
799,44418, Шприц одноразовый SF Medical -комп.мл №/СТМ,762,2650135 601 176
800,115016, Фильтрум-сти мг таб.мг №,599,2269928 321 135
801,72473, Хлорпротиксен таб.п.о.мг №,637,184578 324 146
802,61545," Санорин капли , % фл.-кап.  мл.",701,2437560 312 162
803,67520, Бриллиантовый зеленый р-р спирт % фл мл N с лопаткой Renewal,404,2269928 321 93
804,145479, Сиофор  таб.п.о.мг №,462,87626 850 108
805,146543, Асепта зубная паста мл.,529,2574907 325 121
806,106335,nan,670,2574907 325 154
807,147334, Асепта Зубная паста Сенситив мл,529,2574907 325 121
808,106778, Фенибут тб .г N,638,1234620 602 146
809,53182, Ихтиоловая мазь % бан г N,467,2088643 263 110
810,66554, ф/п гр. № КЛС,615,2088643 263 140
811,131315, Зокор таб.п.п.о.мг №,685,529574 313 160
812,90353, Но-шпа таб.мг №,397,2269928 321 90
813,96974, Суставит форте крем д/тела мл N,718,1180820 599 166
814,42338, Бифидумбактерин пор дз N,600,2503714 279 135
815,104429, Сиднофарм тб мг N,738,130405 833 170
816,77165, Кудесан Q фл-кап мл,739,2739653 998 170
817,63726,nan,438,1073133 268 101
818,150575, Валидол с глюкозой табл.  мг. №,738,2556468 277 170
819,70314, [пачка г] N КЛС,617,579377 835 140
820,84545," Фастум гель д/наружн.прим.,% туба г",718,264515 277 166
821,65846, Диклофенак-Тева гель д/наружн.прим.% г №,718,264515 277 166
822,148022, Эгилок тб мг N,738,2739353 351 170
823,75040," Индапамид МВ Штада таб.п.о.,мг №",735,1189498 145 170
824,36070, Витамин Е Зентива капс. мг №,438,656363 851 101
825,164661, PL Вата мед.хирург.стер.г,672,88194 309 154
826,57277, Фенибут тб .г N,638,2096305 282 146
827,127279, Амиксин таб.п.п.о.мг № блистер,705,14730 318 162
828,121327, Азитромицин капс.мг №,403,2572560 51 92
829,38475, Тамоксифен Гексал тб мг N,642,1205227 308 147
830,139087, Дорзопт Плюс капли глазные +мг/мл фл.-кап. мл,575,2283512 322 129
831,100528, Левосин мазь туба г N,718,533411 319 166
832,27404, Прокладки для взрослых урологические Тена леди супер №,557,754967 274 126
833,130113, Турбослим батончик для похудения г,689,757816 271 160
834,88169, Нью Лайф Марля медицинская см х м/СТМ,671,1212605 344 154
835,83201, Азарга капли глазные мл фл.-кап. №,575,85190 314 129
836,115617, Гептор мг табл. п.о. N,596,1065893 351 135
837,94907," Спирулина ""ВЭЛ"" таб. №",441,346445 319 101
838,105950,nan,631,1077808 1000 146
839,114173, Депренорм МВ мг №,738,1220863 328 170
840,66979, Виардо Форте капс.№,683,696449 606 159
841,33303, Корега Био формула тб шипуч д/зубных протезов №,533,668848 350 121
842,58651, Ломфлокс тб мг N,403,1202212 329 92
843,160972," Полиоксидоний лф пор д/и ,г фл N",581,2235968 346 130
844,155452, Мастер Юни Юнипор Лейкопластырь на нетканой основе  х см,670,464509 601 154
845,116060, Фурацилин р-р спирт фл мл N,404,2648424 2062 93
846,28855, Фосамакс таб.мг № блистер,644,214468 311 148
847,154673, Метформин-Канон таб.п.п.о.мг №,462,2737404 267 108
848,86300, Цинковая паста г бан N,404,139158 332 93
849,130746, Метопролол-Акрихин таб.мг №,738,2036268 151 170
850,82793, Бепантен Плюс крем % туба г N,467,338851 314 110
851,105098, Цетрин тб п/о мг бл N,395,2246778 313 89
852,111011, Эринит таб.мг №,738,1250851 312 170
853,148601, Кардиомагнил таб.п.п.о.мг №,738,437565 600 170
854,153979, Лозартан-Рихтер таб.п.п.о. мг №,738,638982 312 170
855,98020," Мелоксикам ДС р-р в/м мг/мл амп. ,мл №",647,883484 849 148
856,71429, Ротокан жидк фл мл N,538,705929 347 121
857,102592, Фамотидин тб п/о мг N,595,2005881 2156 135
858,129893, Соматон крем-бальзам для ног мл,648,282399 318 148
859,54101, Пертуссин сироп фл мл N,700,2703922 318 162
860,135928, Ребагит таб.п.п.о.мг №,595,2169810 351 135
861,355024," Нолипрел А форте таб.п.п.о.мг+,мг №",738,566378 311 170
862,125106, Ноотропил табл. п.п.о. мг N,638,599273 282 146
863,111400," Лантус СолоСтар р-р п/к введ.  ЕД/мл. шприц-ручка ,мл №",461,39408 332 108
864,84171, Алмагель сусп фл мл N,595,1202703 997 135
865,156139, Гроссхертц Омега- с витамином Е капс.№,439,245558 633 101
866,84238, Эспиро таб.п.п.о. мг №,735,1176939 323 170
867,151195, Эутирокс тб  мкг №,458,395828 347 108
868,125275, Нексиум таб.п.о.мг №,595,2530494 264 135
869,58010, Эналаприл Хемофарм таб.мг №,738,2075897 267 170
870,21168," Ко-Ренитек тб мг/,мг N",738,420744 313 170
871,82601, Луцетам табл. п.п.о.  мг. №,638,604482 350 146
872,50244, Дуб [кора пачка г] N КЛС,617,715032 606 140
873,68822, Диклофенак гель д/наружн.прим.% г,718,420356 603 166
874,117304, Вертигохель тб  N,716,1154458 1559 166
875,118428," ЭсКорди Кор таб. ,мг №",738,1197180 310 170
876,78309, Нутризон смесь сухая д/энтерального питания банка г,666,523323 344 153
877,69385, Прокладки для взрослых урологические Тена Комфорт мини экстра №,557,63668 596 126
878,101964, Цетиризин таб.п.п.о. мг №,395,501354 268 89
879,356552, №,762,75243 280 176
880,164256, Эналаприл таб.мг №,738,103267 145 170
881,115168, Вольтарен пластырь трансдермальный мг № пакет,648,386722 282 148
882,90432, Моночинкве табл.  мг. №,738,2472862 848 170
883,96138, Наринэ капс. / мг. №,597,728067 279 135
884,28477, Дексаметазон капли глазн .% фл мл N,575,507847 317 129
885,35247, Синупрет таб.п.о.N,701,415519 596 162
886,151192, Эссенциале форте Н капс.мг №,596,111013 346 135
887,75295, Мемоплант тб.п.п.о. мг №,639,788714 345 146
888,31423, Контур ТС Тест-полоски №х + тест-полоски №,452,1165480 265 106
889,164713, PL Вата мед.хирург.нестер.г,672,635671 270 154
890,56515, Леривон тб мг N,635,137546 313 146
891,362464, Русский травник Сосны почки г,-1,1083654 313 -1
892,75065, КардиоАктив Таурин таб. мг №,739,232013 322 170
893,56130, Метотрексат-Эбеве р-р д/и мг/мл мл,642,2058128 57 147
894,150815," Лодоз таб п/о мг+,мг №",738,192088 316 170
895,217083, Кагоцел таб.мг №,705,339591 321 162
896,74274, Целебрекс капс мг №+ капс мг №,647,283420 269 148
897,147103, Солодка [корня сироп фл г] N,616,813619 633 140
898,150955, Остеогенон тб мг бл N,644,2178594 349 148
899,92287," Достинекс табл. , мг фл. №",448,2741642 310 105
900,140795, ЭВО крем для ног с мочевиной мл,519,1052357 325 119
901,39639, Метипред тб мг N,459,494160 310 108
902,94004," Цефотаксим пор.д/р-ра в/в, в/м фл. г №",403,2327224 455 92
903,152568, Диоксидин р-р д/и % амп мл N,706,2264531 1301 163
904,70928, Мексидол  амп % мл N,634,770120 928 146
905,146455, Кортексин лиоф. пор. д/ин. мг фл мл. №,638,770120 928 146
906,48372, Шприцы инсулиновые U- мл №,763,261352 331 176
907,39290, Ямми Кисель Клюква с витаминами г,569,1217206 999 128
908,32079, Реополиглюкин р-р д/инфуз мл N,720,407205 307 166
909,136795, Лориста Н таб. п.о. мг+.мг №,738,1054989 937 170
910,99392, Фромилид Уно табл. рет.п.о.  мг. №,403,2041580 301 92
911,28253, Мильгамма р-р д/ин. амп. мл №,438,2126794 1699 101
912,121083, Шприцы одноразовые с иглой -комп.мл уп N,762,2647849 696 176
913,116552, Леркамен  табл. п.п.о. мг. №,738,2055216 1034 170
914,135500, Баралгин М таб.мг №,397,912834 913 90
915,102724, Темпалгин таб.п.п.о.№,397,912834 913 90
916,39590," Лозап плюс таб п/о мг+,мг №",738,970004 928 170
917,73663, Сирдалуд табл.  мг. №,632,1148286 913 146
918,8128, Лимановит Е р-р для приема внутрь % фл.мл,440,2106882 379 101
919,146631, Лориста НД таб. п.о. мг+мг  №,738,2373046 913 170
920,32039, Кетанов таб.п.п.о.мг № блистер,397,2373046 913 90
921,75377, Аэртал таб.п.п.о.мг №,647,729190 862 148
922,128984, Мидокалм табл. п.о.  мг. №,632,1148286 913 146
923,104666, Стопгрипан пор.д/пригот.р-ра Черная смородина №,703,2736473 913 162
924,73132, Перекись водорода р-р наружн. % фл.полимерн. мл,404,943558 898 93
925,161451, Флуконазол капс мг №,622,1195549 851 142
926,151918, Пустырника экстракт тб мг N,613,1200946 998 140
927,82648, Диувер таб.мг №,735,1216995 913 170
928,216960, Урсосан капс.мг №,596,2738883 1926 135
929,65182, Мильгамма р-р д/и амп темн стек мл N,438,2614824 768 101
930,77023," Хилак форте капли д/приема внутрь ,мл саше №",600,927003 896 135
931,97842, Стопгрипан форте пор.д/пригот.р-ра Лимон №,703,795872 319 162
932,154854, Натрия хлорид .% р-р д/инфуз фл мл №,720,1159573 1193 166
933,81052," Лозап плюс таб п/о мг+,мг №",738,2603300 1699 170
934,125925, Касторовое масло фл г N,598,412122 346 135
935,70567, Леркамен  табл. п.п.о. мг. №,738,2599985 926 170
936,96835, Лопирел табл. п.п.о. мг №,738,890780 898 170
937,352267, Коронал таб.п.п.о.мг №,737,885785 862 170
938,99416, Артрокер капс.мг №,647,2417800 978 148
939,163718, Натрия хлорид .% р-р д/инфуз фл.мл №,720,2217632 369 166
940,104815," Цефтриаксон пор.д/р-ра в/в, в/м фл. г",403,2493558 928 92
941,156916, Омник капс .мг №,627,2341563 1219 144
942,116783, Аркоксиа табл. п.п.о.мг №,647,2025083 305 148
943,135892, Церебрум композитум Н р-р д/и амп .мл N,456,598759 331 107
944,156075, Вобэнзим таб.п.кш.о.№,581,2739204 1699 130
945,93608, Хондрогард р-р в/м  мг/мл мл №,644,2256402 1432 148
946,150799, Фервекс пор.д/приг.р-ра д/приема внутрь Лимон № с сахаром,703,2083276 1144 162
947,87983, Баралгин М таб.мг №,397,1065806 553 90
948,161572, Нимесил гран.д/приг.суспен.д/приема внутрь мг пак.г №,397,1021298 1044 90
949,104353, Фитомуцил Норм пор.д/приема внутрь пак.г №,597,2179904 1228 135
950,357086, №,762,3554 313 176
951,22453, Розарт таб. п.п.о. мг №,685,1017712 1044 160
952,54522, Хилак форте капли д/приема внутрь фл-кап.мл,600,2066378 1704 135
953,124688, Офтальмоферон гл. капли мл №,575,1183431 836 129
954,87810, Бритомар тб пролонг. действия мг №,735,1183431 836 170
955,143172, Галидор р-р д/и  .% амп мл N,397,2080299 1237 90
956,150910, Гастал табл. №,595,2200384 842 135
957,26874, Флемоксин Солютаб таб.диспергир.мг №,403,1183431 836 92
958,89545, Интести-бактериофаг жидкий фл. мл N,582,1183431 836 130
959,143210, Гриппферон капли в нос мл N,705,1183431 836 162
960,92783, Пантогам сироп % фл.мл №,638,1183431 836 146
961,72172, Интерферон лейкоцитарный человеческий лиоф.д/приг.р-ра д/интраназ.введ.и ингал.тыс.МЕ.амп.№,577,1183431 836 130
962,30125, Лориста таб. п.о. мг №,738,1228990 316 170
963,154900, Церукал р-р д/и мг мл N,595,1098277 1031 135
964,115629, Диувер таб.мг №,735,1109097 862 170
965,94204, Камфорный спирт % р-р фл мл N,648,107659 599 148
966,144238, Маска медицинская трехслойная на резинках №,-1,2558512 1995 -1
967,60014, Сирдалуд табл.  мг. №,632,2323689 913 146
968,162988, PL Пустырник Премиум пастилки г,631,2094187 455 146
969,142237, Кетанов таб.п.п.о.мг № блистер,397,1075650 403 90
970,146125, Аскорбиновая кислота пор .г пак №,-1,742593 278 -1
971,61115, мл №,404,53003 345 93
972,59252, Спазмалгон таб.№,397,914245 898 90
973,162845, PL Перчатки латексные нестерильные неопудренные р.S  пар,675,1178841 604 155
974,59555, Торвакард таб. п.о.  мг. №,685,1214734 913 160
975,95595, Маска мед д/детей с рисунком №,751,2308270 1704 175
976,145823," Гилан Комфорт капли глазные ,% тюб.-кап ,мл №",575,2509056 1430 129
977,54647, Редуксин капс. мг № ,686,1203522 1695 160
978,72789, Аскорбиновая кислота  драже мг N,438,263146 282 101
979,125460, Тетрациклина гидрохлорид тб п/о мг N,628,2294394 978 144
980,74742, Лоратадин таб.мг №,395,813616 553 89
981,139555, Софья Крем д/ног с экстрактом пиявок мл N,718,30876 319 166
982,32659, Фуразолидон тб мг N,706,2687191 1144 163
983,120110, Галвус Мет таб.п.п.о.мг + мг №,462,84045 601 108
984,153817, PL Витамин Е капс.№,438,1143207 1178 101
985,124220,  - см. № арт.\,557,16837 313 126
986,75389,/СТМ,596,2077513 1695 135
987,104282, Вольтарен Эмульгель гель д/наружн.прим.% туба г,718,258977 351 166
988,164550, PL Вата мед.хирург.стер.г,672,2109430 867 154
989,339636, Фурацилин таб.д/приг.р-ра д/местного и наруж.прим.мг №,706,2267109 243 163
990,225068, Смайлайф Пастила фруктовая Яблоко-Слива г,571,2029585 107 128
991,125616," Эво Пантенол помада гигиеническая ,г",481,639116 345 113
992,121393, Никотиновая кислота таб.мг №,438,612815 268 101
993,95062, Шалфей [лист фильтр-пакеты .г] N,617,2064825 313 140
994,138251," Снуп спрей наз. ,% фл.мл",701,1982961 832 162
995,85592, Лейкопластырь бактерицидный .см х .см уп N,-1,1140817 1141 -1
996,159987, Валемидин капли для приема внутрь спиртовые фл-кап.мл №,613,522996 345 140
997,147466," Фиточай ""Мастофитон"" фильтр-пак г N",611,2438486 52 140
998,131412," Энцефабол сусп оралн ,мг/мл фл мл N",638,1183431 836 146
999,117333, Мезим форте табл. п.о. №,601,2166839 363 135
1000,77647, Солодка [корня сироп фл г] N,616,1084679 316 140
1001,128337, Карведилол таб.мг №,738,182540 326 170
1002,125735, Муравьиный спирт фл мл N,648,2411338 898 148
1003,89112, Биол табл. п.п.о  мг №,738,208861 315 170
1004,68751," Арифон ретард таб. п/о ,мг №",735,446064 308 170
1005,35443, Диклофенак Хемофарм тб ретард мг N,397,236705 847 90
1006,52106, Валосердин капли оралн фл-капел мл N,738,977374 1043 170
1007,59292, Рационика Диет батончик Апельсин постный г,571,2066181 249 128
1008,55972, Глицин-Био Фармаплант таблетки подъязычные мг блистер №,638,935325 934 146
1009,79828, Синафлан мазь .% туба г N,467,679165 322 110
1010,26989, Цинковая мазь г N,404,1063831 602 93
1011,23256, Бинт марл мед н/стер м х см инд.уп N,671,291032 271 154
1012,69262, Глюкоза р-р д/инфуз % фл мл N,434,2729917 369 101
1013,58431, Шприц одноразовый SF Medical инсулин.мл №/СТМ,763,2497510 690 176
1014,81030, Эналаприл-ФПО таб.мг №,738,2740225 1360 170
1015,339183, Календулы настойка фл.мл №,613,352013 311 140
1016,145231, Муравьиный спирт фл мл N,648,2675744 1695 148
1017,149967, Мотилиум сусп оральная мг/мл фл мл №,595,1183431 836 135
1018,143127, Ихтиол свечи .г N,445,1183431 836 103
1019,141939, Боярышник [настойка фл мл] N,613,2584475 297 140
1020,80944, Панкреатин таб.п.о.кишечнораств.  ЕД № блистер,601,264606 347 135
1021,144946, PL Фитосвечи ушные Классические уп N,718,35632 344 166
1022,70811, Шприцы одноразовые с иглой мл -х комп. уп N,-1,1034567 1056 -1
1023,38964, Глицерин свечи .г N,598,240392 834 135
1024,150460, р-р д/наруж.прим..% фл.мл №,583,1183431 836 130
1025,79697, Метронидазол тб мг N,451,163107 331 105
1026,100505, Магния сульфат пор  г N,598,2483623 317 135
1027,151429," Эдарби Кло таб.п.п.о. мг+,мг №",738,2391344 97 170
1028,96728, Салофальк гран.п/о кш/раств.пролонг. мг №,595,2736708 844 135
1029,77016, PL Пеленка для взрослых Экстра  х см №,753,2144907 276 175
1030,107751, Муравьиный спирт фл мл N,648,2296611 871 148
1031,155929, Перчатки латексные стерильные опудренные р.M №,675,2100111 1710 155
1032,99893, Дермазин крем наружн.  % туба  гр.,718,109527 316 166
1033,86275, Парацетамол таб.мг № Renewal,696,2736383 1840 162
1034,69434," Акридерм крем ,% туба гр.",467,2426137 331 110
1035,38883, Аллохол тб п/о мг N,595,2113799 1729 135
1036,217526, Медхелп подгузники для взрослых р.M №,750,1157488 364 175
1037,73253, Престанс табл. мг+мг №,738,672119 316 170
1038,79058, Локрен тб п/о мг N,738,2050165 1237 170
1039,62807, Граммидин Нео тб д/расс уп N,699,2007495 1566 162
1040,160895, Фудо Батончик мюсли Орех-Мед г,571,80107 274 128
1041,85559," Зокардис , мг. №",738,2582848 351 170
1042,41812, Подгузники Сени Super air Extra Large N,750,2119201 860 175
1043,150996," Ксалатамакс капли глазн.,% фл-кап ,мл №",575,1170519 1033 129
1044,165244, Ксефокам таб.п.о.п.мг №,647,915140 913 148
1045,136478, Канефрон Н таб.п.о.N,628,2083853 768 144
1046,57924, Микстура от кашля для детей сухая пор д/оралн р-ра .г пак N,700,128389 273 162
1047,106246," Повязка Парапран с хлоргексидином ,хсм №",674,888259 862 154
1048,108325, Мезим форте табл. п.о. №,601,916134 913 135
1049,125932, Метилурациловая мазь % г N,706,1066522 346 163
1050,70620, Эналаприл-ФПО таб.мг №,738,432970 322 170
1051,160871, Фудо Батончик мюсли Орех-Брусника г,571,2598738 97 128
1052,73855," Називин р-р-капли , % фл.  мл. с пипет.",701,2130912 311 162
1053,135428," Фокусин капс.с модиф.высв. ,мг №",627,2694073 1237 144
1054,71626, Диоксидин р-р д/и % амп мл N,706,2738895 2024 163
1055,55570, Лозап таб. п.п.о. мг №,738,970004 928 170
1056,60189, Амлодипин таб.мг №,738,2680506 1316 170
1057,109035," Мидиана табл. п.п.о. мг+,мг №",450,2736897 842 105
1058,103974, Неосмектин пор. д/сусп. пак.  гр. № Апельсин,595,2738460 768 135
1059,76283, Кетонал Дуо капс.с модифиц.высвоб.мг №,397,793719 928 90
1060,21217, Лив- тб N,596,471801 263 135
1061,135053," Цетротид лиоф. д/р-ра для п/к введ. , мг фл. с р-лем №",459,807734 53 108
1062,67675, Шапочка медицинская тип Шарлотта,711,480936 313 165
1063,39134, Панзинорм форте  таб.п.о.кишечнораств. №,601,1196282 263 135
1064,159357, Натрия хлорид .% р-р д/инфуз фл.мл №,720,2125647 1432 166
1065,105594, Ультракаин Д-С р-р д/и амп мл N,399,2737378 1141 90
1066,40799, Сенадексин тб N,598,1107278 271 135
1067,64870," Флуифорт ,гр/гр гран. N",700,2725641 1316 162
1068,164851, Пипетка медицинская глазная в футляре №,711,2741559 1994 165
1069,110668, Кокарбоксилаза  мг пор +р-ль №,738,2416711 856 170
1070,138295, Но-шпа р-р для в/в и в/м введ. мг амп.мл №,397,940877 898 90
1071,79177, КомплигамВ р-р д/и в/м амп. темн. стекло мл N,438,2736300 1430 101
1072,68829, Диротон таб.мг №,738,2738019 913 170
1073,106150, Моксонидин-СЗ таб.п.п.о.мкг №,738,2238547 1023 170
1074,107115, Лозап табл. п.п.о. мг №,738,770646 858 170
1075,100907, Тромбо АСС тб п/о кишечнораств мг N,738,522996 345 170
1076,70225, Ярина таб. п.о. №*,450,963973 875 105
1077,92822, Доктор Столетов Батончик мюсли молочный с шоколадом и витаминами г,571,1143647 1439 128
1078,136311, Азаран пор. д/ин.  г для пригот. в/в и в/м раствора. №,403,2739720 206 92
1079,129194, Карсил драже мг N,596,2065110 1167 135
1080,115626, Капотен тб мг N,738,2140443 1947 170
1081,119422," Платки носовые ""Зева Делюкс"" №",721,1183793 307 167
1082,143145, Циклоферон таб.п.кш.о.мг №,581,893656 913 130
1083,145811, Вобэнзим таб.п.кш.о.№,581,2739204 1699 130
1084,138758, Повязка Branolind N стерильная мазевая .см х см N арт.,674,1135381 1166 154
1085,147223," Чай ""Похудей"" Для здоровья людей г №",688,2311727 281 160
1086,94193, Дексаметазон р-р д/ин.  мг/мл. амп.  мл. №,-1,991332 917 -1
1087,41126, Глево табл. п.о. мг N,403,185914 349 92
1088,133264, Микролакс р-р рект. мк/клизма мл №,598,2179904 1228 135
1089,119110, Кэа Хэлс Ромашка [цветки пачка г] N,615,1069202 327 140
1090,124082, Розукард тб.п.п.о. мг №,685,2321565 1032 160
1091,142702, Амприлан НД таб. мг + мг № ,738,2090329 913 170
1092,65803,nan,397,987233 913 90
1093,114447, Коронал таб.п.о.мг №,738,927734 913 170
1094,55255," Простыни ""Тена Бед Нормал"" впитывающие см х см N",753,2734348 951 175
1095,119686, Цетрин тб п/о мг бл N,395,2148150 1699 89
1096,124378, Кетотифен таб.мг №,395,2280325 158 89
1097,18257, Урсодез капс. мг №,596,754038 860 135
1098,82621, Липримар табл. п.о.  мг. №,685,2739422 1253 160
1099,112362, Ринзасип с вит. С пор.д/приг.р-ра д/приема внутрь Апельсин саше г №,703,2143090 1443 162
1100,137407, Кальция глюконат таб.мг №,437,829449 266 101
1101,111973, Мексидол  амп % мл N,634,1203522 1695 146
1102,104689, Прадакса капс.мг №,738,2127039 1161 170
1103,70756, Лориста таб. п.о. мг №,738,914483 934 170
1104,105314, Новокаин р-р д/и .% амп мл N,399,2736723 940 90
1105,139780, Малавит р-р мл,718,2007495 1566 166
1106,162883, Кальция глюконат-СОЛОфарм р-р д/в/в и в/м введ.мг/мл мл №,438,2363561 1034 101
1107,83422, Простамол Уно капс.  мг. №,627,2263639 302 144
1108,82892," Ксалатан капли глазн. , % фл.-кап. , мл №",575,799984 857 129
1109,153730, Бетасерк таб.мг №,639,2732956 1141 146
1110,82236, Полисорб МП пор. д/сусп. для приема внутрь пак.  г №,599,2149598 1008 135
1111,93668, Аспирин Кардио табл. п.о. раствор./кишечн.  мг. №,738,873499 896 170
1112,159970, Урсосан таб.п.п.о.мг №,596,801939 917 135
1113,126636, Линдинет  табл. п.о. №,450,2736484 1044 105
1114,87201, Кальция глюконат тб мг N,439,611333 309 101
1115,60310, Аромазин табл. п.о.  мг. №,642,2431687 272 147
1116,133103, Наком табл. №,640,2611155 1034 146
1117,154352," Аевит капс.,г №",438,351674 348 101
1118,135593, Суматриптан-Тева табл. п.п.о. мг №,398,1056989 998 90
1119,146081, Мидокалм табл. п.о.  мг. №,632,2412006 865 146
1120,132666, Карсил драже мг N,596,1054989 937 135
1121,23480, Акку-Чек Перформа Тест-полоски №,452,2400557 1228 106
1122,103863, Клайра таб.п.п.о. №,448,2562835 1445 105
1123,53915, Алка-зельтцер таб.шипуч.№,397,2737582 1699 90
1124,89102, Дорзопт капли глазные % мл. фл.-кап. N,575,1170519 1033 129
1125,27337, Амоксициллин капс мг N,403,1122869 1009 92
1126,96877, Аскорил тб. бл. №,700,2739458 913 162
1127,61738, Диклофенак р-р д/и мг амп мл N,648,58230 324 148
1128,91125, Стрептоцид пор г пак N,706,2741273 1217 163
1129,121882, Бронхо-мунал капс.мг №,581,2440404 1388 130
1130,150573, Прадакса капс.мг №,738,866388 939 170
1131,28115, Пантопразол Канон табл. п.к.о. мг №,595,2700045 1316 135
1132,129495, Тест Наркочек мультипанель  видов наркотиков в моче,472,2587526 311 111
1133,149831," Цефотаксим пор.д/р-ра в/в, в/м фл. г",403,906109 898 92
1134,107709, Супрадин таб.п.о.№,430,2740983 862 101
1135,79709," Артрозан раствор в/м мг/мл амп. ,мл N",647,2589233 1695 148
1136,149531, Саксенда р-р д/для п/к введ.мг/мл картр. в шприц-ручке мл №,461,1016831 1989 108
1137,126261, Солодка [корни пачка г] N,-1,1084816 312 -1
1138,40416, Антигриппин таб.шипучие д/детей №,703,2464401 913 162
1139,32836, Арбидол капс.мг №,705,2577905 913 162
1140,149027, Амлодипин тб мг N,-1,2739694 1923 -1
1141,52673, Неосмектин пор. д/сусп. пак.  гр. № Ваниль,595,2738460 768 135
1142,69644, Бетадин свечи вагин N,448,2727546 1430 105
1143,49647, Аторвастатин-Тева табл. п.п.о.  мг. №,685,2065956 59 160
1144,62007, Ренни тб жеват б/сахара мятн мг N,595,2740925 1700 135
1145,69773, Галантамин тб.п.п.о. мг №,632,428892 329 146
1146,145794, Папазол тб N,397,2093020 1728 90
1147,115693, Нипертен табл. п.п.о. . мг №,738,737434 858 170
1148,61953, Гепариновая мазь  уп г N,718,338756 998 166
1149,139492, Ксарелто таб.п.п.о. мг №,738,2738189 871 170
1150,118026, Фильтрум-сти таб.мг №,599,2464401 913 135
1151,88766, Ацекардол тб.п.о. мг бл. №,738,2349149 457 170
1152,29584, L-Лизина эсцинат конц.д/ин.мл амп.№,736,2736490 263 170
1153,117372, Экватор табл. мг+мг №,738,2307740 304 170
1154,134554, Цитовир- капс бл. №,705,2712265 913 162
1155,130068," Соска пустышка латексная ""Ромашка"" N",804,2643345 2061 181
1156,142324, Торвакард таб. п.о.  мг. №,685,928508 913 160
1157,82565," Минеральная вода ""Ессентуки-"" ,л бут N",569,2738180 1034 128
1158,56928, Тенотен детский таб. №,456,579776 318 107
1159,94255, Магния сульфат пор  г N,598,2621390 350 135
1160,72923, PL Беруши защита от шума №,417,2570915 328 98
1161,151811, Вальсакор табл. п.п.о. мг №,738,2736844 1922 170
1162,126710, Ван Тач Селект Тест-полоски №,452,2422829 898 106
1163,116149, Де-нол тб п/о мг N,595,914415 898 135
1164,105865, Джес Плюс таб.п.п.о.№,450,2387345 940 105
1165,124476, Секстафаг Пиобактериофаг поливалентный очищенный жидкий мл фл.№,582,893825 934 130
1166,136131, Нутридринк смесь д/энтер.питания Банан мл,666,222975 315 153
1167,359398, PL Бинт эластичный трубчатый см х см №,671,88432 281 154
1168,91320, Сиалис тб п.п.о мг №,683,751937 946 159
1169,141717, Акатинол Мемантин таб.п.п.о.мг №,640,2697030 1700 146
1170,95097, Тебантин капс.мг №,641,2599526 301 146
1171,85721, Крестор таб. мг №,685,2096721 1719 160
1172,92129, PL Глюкоза таб. с вит.С Клубника №,434,761545 107 101
1173,77326, Визанна таб. мг N,448,2578851 1005 105
1174,62136, Хемомицин табл. мг N,403,314125 312 92
1175,120975, Трамал тб ретард мг N,397,2177637 1299 90
1176,103904," Трамадол  мг капс,№",397,2738782 1299 90
1177,104865, Шприцы одноразовые с иглой мл N,-1,1180441 314 -1
1178,68476," Бронхо-мунал П капс.,мг №",581,2736557 1299 130
1179,77789, Лидокаин буфус р-р д/и мг/мл амп мл № Renewal,399,52218 604 90
1180,137403, Мотилиум Экспресс таб.д/рассас.мг №,595,1252548 1002 135
1181,338860, Лозап таб. п.п.о. мг №,738,2171253 862 170
1182,107850," Рамазид Н таб.,мг+,мг №",738,2597330 1032 170
1183,152961, Гиалрипайер- Хондрорепарант гель гиалуроновый д/инъек.фл.мл № с иглой,646,2451701 97 148
1184,59785, Легалон капс мг №,596,2651583 1044 135
1185,31705, Глицерин жидк г фл N,467,199309 144 110
1186,133727, Пиаскледин  капс  мг №,644,2208272 1131 148
1187,118732," Трамадол  мг капс,№",397,2232488 1325 90
1188,105688, Спазмалгон р-р д/и амп.мл №,397,2560467 928 90
1189,57030, Ксарелто таб.п.п.о. мг №,738,2178974 1700 170
1190,61785, Хофитол тб N,595,2740626 1699 135
1191,140529, Колдрекс ХотРем Лимонный пор.д/приг.р-ра д/приема внутрь пак.№,703,1983853 970 162
1192,80505, Итомед тб.п.п.о. мг №,595,2145227 1009 135
1193,66799," Цефотаксим пор.д/р-ра в/в, в/м фл./пачка г",-1,1958836 453 -1
1194,23257," Силует таб п.п.о. мг+,мг № х ",448,2595989 1144 105
1195,317659, Медхелп подгузники-трусы для взрослых р.L №,750,936522 913 175
